level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	18	1	21	2	250	1557	99	23	95	249723
5	1	18	1	21	3	456	1557	132	27	96	25,475.00
4	1	18	1	22	0	45	1607	355	23	-1	
5	1	18	1	22	1	45	1607	66	23	76	2018
5	1	18	1	22	2	172	1607	46	22	76	KIA
5	1	18	1	22	3	346	1607	54	23	94	OPT
4	1	18	1	23	0	38	1677	550	27	-1	
5	1	18	1	23	1	38	1677	199	23	79	5XXGT4L37JG
5	1	18	1	23	2	247	1677	98	23	96	252122
5	1	18	1	23	3	456	1677	132	27	96	23,366.00
4	1	18	1	24	0	45	1727	355	23	-1	
5	1	18	1	24	1	45	1727	66	23	76	2018
5	1	18	1	24	2	172	1727	46	22	76	KIA
5	1	18	1	24	3	346	1727	54	23	94	OPT
4	1	18	1	25	0	38	1798	550	27	-1	
5	1	18	1	25	1	38	1798	203	23	63	5XXGT4L3XJG
5	1	18	1	25	2	250	1798	99	23	96	254589
5	1	18	1	25	3	456	1798	132	27	96	23,786.00
4	1	18	1	26	0	45	1848	355	23	-1	
5	1	18	1	26	1	45	1848	66	23	53	2018
5	1	18	1	26	2	172	1848	46	22	53	KIA
5	1	18	1	26	3	346	1848	54	23	94	OPT
4	1	18	1	27	0	38	1918	550	27	-1	
5	1	18	1	27	1	38	1918	203	23	79	5XXGU4L38JG
5	1	18	1	27	2	250	1918	95	23	95	259741
5	1	18	1	27	3	456	1918	132	27	96	25,843.00
4	1	18	1	28	0	45	1968	355	23	-1	
5	1	18	1	28	1	45	1968	66	23	53	2018
5	1	18	1	28	2	172	1968	46	22	53	KIA
5	1	18	1	28	3	346	1968	54	23	94	OPT
4	1	18	1	29	0	38	2038	550	27	-1	
5	1	18	1	29	1	38	2038	199	23	51	5XXGT4L32JG
5	1	18	1	29	2	247	2038	99	23	96	260757
5	1	18	1	29	3	456	2038	132	27	96	23,786.00
4	1	18	1	30	0	45	2088	355	23	-1	
5	1	18	1	30	1	45	2088	66	23	53	2018
5	1	18	1	30	2	172	2088	46	22	53	KIA
5	1	18	1	30	3	346	2088	54	23	94	OPT
4	1	18	1	31	0	38	2158	550	27	-1	
5	1	18	1	31	1	38	2158	199	23	58	5XXGT4L38JG
5	1	18	1	31	2	247	2158	99	23	96	262805
5	1	18	1	31	3	456	2158	132	27	96	24,355.00
2	1	19	0	0	0	45	2208	355	23	-1	
3	1	19	1	0	0	45	2208	355	23	-1	
4	1	19	1	1	0	45	2208	355	23	-1	
5	1	19	1	1	1	45	2208	66	23	96	2018
5	1	19	1	1	2	172	2208	46	22	96	KIA
5	1	19	1	1	3	346	2208	54	23	94	OPT
2	1	20	0	0	0	20	2246	578	5	-1	
3	1	20	1	0	0	20	2246	578	5	-1	
4	1	20	1	1	0	20	2246	578	5	-1	
5	1	20	1	1	1	20	2246	578	5	95	 
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	600	2350	-1	
2	1	1	0	0	0	66	0	534	88	-1	
3	1	1	1	0	0	66	0	534	88	-1	
4	1	1	1	1	0	66	0	534	88	-1	
5	1	1	1	1	1	66	6	229	64	94	CHASE
5	1	1	1	1	2	305	0	137	81	10	(er
5	1	1	1	1	3	444	9	156	79	0	inec
2	1	2	0	0	0	20	422	578	9	-1	
3	1	2	1	0	0	20	422	578	9	-1	
4	1	2	1	1	0	20	422	578	9	-1	
5	1	2	1	1	1	20	422	578	9	95	 
2	1	3	0	0	0	20	500	578	9	-1	
3	1	3	1	0	0	20	500	578	9	-1	
4	1	3	1	1	0	20	500	578	9	-1	
5	1	3	1	1	1	20	500	578	9	95	 
2	1	4	0	0	0	20	629	578	5	-1	
3	1	4	1	0	0	20	629	578	5	-1	
4	1	4	1	1	0	20	629	578	5	-1	
5	1	4	1	1	1	20	629	578	5	95	 
2	1	5	0	0	0	20	749	578	5	-1	
3	1	5	1	0	0	20	749	578	5	-1	
4	1	5	1	1	0	20	749	578	5	-1	
5	1	5	1	1	1	20	749	578	5	95	 
2	1	6	0	0	0	20	869	578	5	-1	
3	1	6	1	0	0	20	869	578	5	-1	
4	1	6	1	1	0	20	869	578	5	-1	
5	1	6	1	1	1	20	869	578	5	95	 
2	1	7	0	0	0	20	989	578	6	-1	
3	1	7	1	0	0	20	989	578	6	-1	
4	1	7	1	1	0	20	989	578	6	-1	
5	1	7	1	1	1	20	989	578	6	95	 
2	1	8	0	0	0	20	1110	578	5	-1	
3	1	8	1	0	0	20	1110	578	5	-1	
4	1	8	1	1	0	20	1110	578	5	-1	
5	1	8	1	1	1	20	1110	578	5	95	 
2	1	9	0	0	0	20	1230	578	5	-1	
3	1	9	1	0	0	20	1230	578	5	-1	
4	1	9	1	1	0	20	1230	578	5	-1	
5	1	9	1	1	1	20	1230	578	5	95	 
2	1	10	0	0	0	20	1350	579	5	-1	
3	1	10	1	0	0	20	1350	579	5	-1	
4	1	10	1	1	0	20	1350	579	5	-1	
5	1	10	1	1	1	20	1350	579	5	95	 
2	1	11	0	0	0	20	1470	578	6	-1	
3	1	11	1	0	0	20	1470	578	6	-1	
4	1	11	1	1	0	20	1470	578	6	-1	
5	1	11	1	1	1	20	1470	578	6	95	 
2	1	12	0	0	0	20	1591	578	5	-1	
3	1	12	1	0	0	20	1591	578	5	-1	
4	1	12	1	1	0	20	1591	578	5	-1	
5	1	12	1	1	1	20	1591	578	5	95	 
2	1	13	0	0	0	20	1711	578	5	-1	
3	1	13	1	0	0	20	1711	578	5	-1	
4	1	13	1	1	0	20	1711	578	5	-1	
5	1	13	1	1	1	20	1711	578	5	95	 
2	1	14	0	0	0	20	1831	578	5	-1	
3	1	14	1	0	0	20	1831	578	5	-1	
4	1	14	1	1	0	20	1831	578	5	-1	
5	1	14	1	1	1	20	1831	578	5	95	 
2	1	15	0	0	0	20	1951	578	5	-1	
3	1	15	1	0	0	20	1951	578	5	-1	
4	1	15	1	1	0	20	1951	578	5	-1	
5	1	15	1	1	1	20	1951	578	5	95	 
2	1	16	0	0	0	20	2071	578	6	-1	
3	1	16	1	0	0	20	2071	578	6	-1	
4	1	16	1	1	0	20	2071	578	6	-1	
5	1	16	1	1	1	20	2071	578	6	95	 
2	1	17	0	0	0	20	2192	578	5	-1	
3	1	17	1	0	0	20	2192	578	5	-1	
4	1	17	1	1	0	20	2192	578	5	-1	
5	1	17	1	1	1	20	2192	578	5	95	 
2	1	18	0	0	0	35	338	554	1913	-1	
3	1	18	1	0	0	35	338	554	1913	-1	
4	1	18	1	1	0	39	338	550	24	-1	
5	1	18	1	1	1	39	338	49	23	96	Full
5	1	18	1	1	2	98	338	80	23	96	Serial
5	1	18	1	1	3	189	338	111	23	96	Number
5	1	18	1	1	4	482	339	107	23	96	Current
4	1	18	1	2	0	37	378	551	28	-1	
5	1	18	1	2	1	37	379	65	23	87	Year
5	1	18	1	2	2	147	379	71	23	87	Make
5	1	18	1	2	3	347	379	53	23	96	Moc
5	1	18	1	2	4	465	378	123	28	95	Principal
4	1	18	1	3	0	35	456	365	29	-1	
5	1	18	1	3	1	35	456	125	23	96	Customer
5	1	18	1	3	2	163	456	153	23	95	Collateral
5	1	18	1	3	3	325	456	75	29	95	Type:
4	1	18	1	4	0	38	541	550	23	-1	
5	1	18	1	4	1	38	541	203	23	61	5XXGU4L33JG
5	1	18	1	4	2	250	541	98	23	95	263034
5	1	18	1	4	3	532	541	56	23	85	0.00
4	1	18	1	5	0	45	591	355	23	-1	
5	1	18	1	5	1	45	591	66	23	76	2018
5	1	18	1	5	2	172	591	46	22	76	KIA
5	1	18	1	5	3	346	591	54	23	94	OPT
4	1	18	1	6	0	38	662	550	23	-1	
5	1	18	1	6	1	38	662	199	23	10	5XXGT4L32JUG
5	1	18	1	6	2	247	662	99	23	96	272259
5	1	18	1	6	3	532	662	56	23	96	0.00
4	1	18	1	7	0	45	712	355	23	-1	
5	1	18	1	7	1	45	712	66	23	53	2018
5	1	18	1	7	2	172	712	46	22	53	KIA
5	1	18	1	7	3	346	712	54	23	94	OPT
4	1	18	1	8	0	38	782	550	23	-1	
5	1	18	1	8	1	38	782	204	23	81	5XXGT4L39KG
5	1	18	1	8	2	252	782	99	23	96	287228
5	1	18	1	8	3	532	782	56	23	96	0.00
4	1	18	1	9	0	45	832	355	23	-1	
5	1	18	1	9	1	45	832	66	23	81	2019
5	1	18	1	9	2	172	832	46	22	87	KIA
5	1	18	1	9	3	346	832	54	23	94	OPT
4	1	18	1	10	0	38	902	550	27	-1	
5	1	18	1	10	1	38	902	204	23	88	5XXGT4L32KG
5	1	18	1	10	2	252	902	98	23	96	290472
5	1	18	1	10	3	456	902	132	27	96	25,793.00
4	1	18	1	11	0	45	952	355	23	-1	
5	1	18	1	11	1	45	952	66	23	81	2019
5	1	18	1	11	2	172	952	46	22	87	KIA
5	1	18	1	11	3	346	952	54	23	94	OPT
4	1	18	1	12	0	38	1022	550	27	-1	
5	1	18	1	12	1	38	1022	204	23	83	5XXGT4L38KG
5	1	18	1	12	2	252	1022	99	23	96	290685
5	1	18	1	12	3	456	1022	132	27	96	25,411.00
4	1	18	1	13	0	45	1072	355	23	-1	
5	1	18	1	13	1	45	1072	66	23	81	2019
5	1	18	1	13	2	172	1072	46	22	87	KIA
5	1	18	1	13	3	346	1072	54	23	94	OPT
4	1	18	1	14	0	38	1142	550	27	-1	
5	1	18	1	14	1	38	1142	204	23	89	5XXGT4L37KG
5	1	18	1	14	2	252	1142	95	23	96	291231
5	1	18	1	14	3	456	1142	132	27	96	25,793.00
4	1	18	1	15	0	45	1192	355	23	-1	
5	1	18	1	15	1	45	1192	66	23	81	2019
5	1	18	1	15	2	172	1192	46	22	87	KIA
5	1	18	1	15	3	346	1192	54	23	94	OPT
4	1	18	1	16	0	38	1263	550	27	-1	
5	1	18	1	16	1	38	1263	204	23	84	5XXGT4L39KG
5	1	18	1	16	2	252	1263	95	23	96	292641
5	1	18	1	16	3	456	1263	132	27	95	25,411.00
4	1	18	1	17	0	45	1313	355	23	-1	
5	1	18	1	17	1	45	1313	66	23	84	2019
5	1	18	1	17	2	172	1313	46	22	84	KIA
5	1	18	1	17	3	346	1313	54	23	95	OPT
4	1	18	1	18	0	38	1383	550	27	-1	
5	1	18	1	18	1	38	1383	204	23	87	5XXGT4L36KG
5	1	18	1	18	2	252	1383	99	23	96	292709
5	1	18	1	18	3	456	1383	132	27	96	25,793.00
4	1	18	1	19	0	45	1433	355	23	-1	
5	1	18	1	19	1	45	1433	66	23	84	2019
5	1	18	1	19	2	172	1433	46	22	84	KIA
5	1	18	1	19	3	346	1433	54	23	95	OPT
4	1	18	1	20	0	38	1503	550	27	-1	
5	1	18	1	20	1	38	1503	204	23	85	5XXGT4L35KG
5	1	18	1	20	2	252	1503	99	23	96	293088
5	1	18	1	20	3	456	1503	132	27	96	26,281.00
4	1	18	1	21	0	45	1553	355	23	-1	
5	1	18	1	21	1	45	1553	66	23	84	2019
5	1	18	1	21	2	172	1553	46	22	84	KIA
5	1	18	1	21	3	346	1553	54	23	95	OPT
4	1	18	1	22	0	38	1623	550	27	-1	
5	1	18	1	22	1	38	1623	204	23	88	5XXGT4L32KG
5	1	18	1	22	2	252	1623	99	23	96	293100
5	1	18	1	22	3	456	1623	132	27	96	26,281.00
4	1	18	1	23	0	45	1673	355	23	-1	
5	1	18	1	23	1	45	1673	66	23	84	2019
5	1	18	1	23	2	172	1673	46	22	84	KIA
5	1	18	1	23	3	346	1673	54	23	95	OPT
4	1	18	1	24	0	38	1743	550	27	-1	
5	1	18	1	24	1	38	1743	204	23	90	5XXGT4L31KG
5	1	18	1	24	2	252	1743	99	23	96	293380
5	1	18	1	24	3	456	1743	132	27	96	26,742.00
4	1	18	1	25	0	45	1793	355	23	-1	
5	1	18	1	25	1	45	1793	66	23	84	2019
5	1	18	1	25	2	172	1793	46	22	84	KIA
5	1	18	1	25	3	346	1793	54	23	95	OPT
4	1	18	1	26	0	38	1864	550	27	-1	
5	1	18	1	26	1	38	1864	204	23	88	5XXGT4L31KG
5	1	18	1	26	2	252	1864	99	23	96	294819
5	1	18	1	26	3	456	1864	132	27	96	26,323.00
4	1	18	1	27	0	45	1914	355	23	-1	
5	1	18	1	27	1	45	1914	66	23	82	2019
5	1	18	1	27	2	172	1914	46	22	83	KIA
5	1	18	1	27	3	346	1914	54	23	95	OPT
4	1	18	1	28	0	38	1984	550	27	-1	
5	1	18	1	28	1	38	1984	204	23	85	5XXGT4L32KG
5	1	18	1	28	2	252	1984	99	23	96	294943
5	1	18	1	28	3	456	1984	132	27	96	26,784.00
4	1	18	1	29	0	45	2034	355	23	-1	
5	1	18	1	29	1	45	2034	66	23	82	2019
5	1	18	1	29	2	172	2034	46	22	83	KIA
5	1	18	1	29	3	346	2034	54	23	95	OPT
4	1	18	1	30	0	38	2104	550	27	-1	
5	1	18	1	30	1	38	2104	204	23	88	5XXGT4L31KG
5	1	18	1	30	2	253	2104	97	23	96	300134
5	1	18	1	30	3	456	2104	132	27	96	25,423.00
4	1	18	1	31	0	45	2154	355	23	-1	
5	1	18	1	31	1	45	2154	66	23	82	2019
5	1	18	1	31	2	172	2154	46	22	83	KIA
5	1	18	1	31	3	346	2154	54	23	95	OPT
4	1	18	1	32	0	38	2224	550	27	-1	
5	1	18	1	32	1	38	2224	204	23	84	5XXGT4L39KG
5	1	18	1	32	2	253	2224	98	23	96	300298
5	1	18	1	32	3	456	2224	132	27	96	25,380.00
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	600	2350	-1	
2	1	1	0	0	0	66	0	534	88	-1	
3	1	1	1	0	0	66	0	534	88	-1	
4	1	1	1	1	0	66	0	534	88	-1	
5	1	1	1	1	1	66	6	229	64	94	CHASE
5	1	1	1	1	2	305	0	137	81	10	(er
5	1	1	1	1	3	444	9	156	79	0	inec
2	1	2	0	0	0	20	422	578	9	-1	
3	1	2	1	0	0	20	422	578	9	-1	
4	1	2	1	1	0	20	422	578	9	-1	
5	1	2	1	1	1	20	422	578	9	95	 
2	1	3	0	0	0	20	500	578	9	-1	
3	1	3	1	0	0	20	500	578	9	-1	
4	1	3	1	1	0	20	500	578	9	-1	
5	1	3	1	1	1	20	500	578	9	95	 
2	1	4	0	0	0	20	563	578	5	-1	
3	1	4	1	0	0	20	563	578	5	-1	
4	1	4	1	1	0	20	563	578	5	-1	
5	1	4	1	1	1	20	563	578	5	95	 
2	1	5	0	0	0	20	683	578	5	-1	
3	1	5	1	0	0	20	683	578	5	-1	
4	1	5	1	1	0	20	683	578	5	-1	
5	1	5	1	1	1	20	683	578	5	95	 
2	1	6	0	0	0	20	803	578	5	-1	
3	1	6	1	0	0	20	803	578	5	-1	
4	1	6	1	1	0	20	803	578	5	-1	
5	1	6	1	1	1	20	803	578	5	95	 
2	1	7	0	0	0	20	923	578	6	-1	
3	1	7	1	0	0	20	923	578	6	-1	
4	1	7	1	1	0	20	923	578	6	-1	
5	1	7	1	1	1	20	923	578	6	95	 
2	1	8	0	0	0	20	1044	578	5	-1	
3	1	8	1	0	0	20	1044	578	5	-1	
4	1	8	1	1	0	20	1044	578	5	-1	
5	1	8	1	1	1	20	1044	578	5	95	 
2	1	9	0	0	0	20	1164	578	5	-1	
3	1	9	1	0	0	20	1164	578	5	-1	
4	1	9	1	1	0	20	1164	578	5	-1	
5	1	9	1	1	1	20	1164	578	5	95	 
2	1	10	0	0	0	20	1284	578	5	-1	
3	1	10	1	0	0	20	1284	578	5	-1	
4	1	10	1	1	0	20	1284	578	5	-1	
5	1	10	1	1	1	20	1284	578	5	95	 
2	1	11	0	0	0	20	1404	578	5	-1	
3	1	11	1	0	0	20	1404	578	5	-1	
4	1	11	1	1	0	20	1404	578	5	-1	
5	1	11	1	1	1	20	1404	578	5	95	 
2	1	12	0	0	0	20	1524	578	6	-1	
3	1	12	1	0	0	20	1524	578	6	-1	
4	1	12	1	1	0	20	1524	578	6	-1	
5	1	12	1	1	1	20	1524	578	6	95	 
2	1	13	0	0	0	20	1645	578	5	-1	
3	1	13	1	0	0	20	1645	578	5	-1	
4	1	13	1	1	0	20	1645	578	5	-1	
5	1	13	1	1	1	20	1645	578	5	95	 
2	1	14	0	0	0	20	1765	578	5	-1	
3	1	14	1	0	0	20	1765	578	5	-1	
4	1	14	1	1	0	20	1765	578	5	-1	
5	1	14	1	1	1	20	1765	578	5	95	 
2	1	15	0	0	0	20	1885	578	5	-1	
3	1	15	1	0	0	20	1885	578	5	-1	
4	1	15	1	1	0	20	1885	578	5	-1	
5	1	15	1	1	1	20	1885	578	5	95	 
2	1	16	0	0	0	20	2005	578	6	-1	
3	1	16	1	0	0	20	2005	578	6	-1	
4	1	16	1	1	0	20	2005	578	6	-1	
5	1	16	1	1	1	20	2005	578	6	95	 
2	1	17	0	0	0	20	2126	578	5	-1	
3	1	17	1	0	0	20	2126	578	5	-1	
4	1	17	1	1	0	20	2126	578	5	-1	
5	1	17	1	1	1	20	2126	578	5	95	 
2	1	18	0	0	0	35	338	554	1847	-1	
3	1	18	1	0	0	35	338	554	1847	-1	
4	1	18	1	1	0	39	338	550	24	-1	
5	1	18	1	1	1	39	338	49	23	96	Full
5	1	18	1	1	2	98	338	80	23	96	Serial
5	1	18	1	1	3	189	338	111	23	96	Number
5	1	18	1	1	4	482	339	107	23	96	Current
4	1	18	1	2	0	37	378	551	28	-1	
5	1	18	1	2	1	37	379	65	23	87	Year
5	1	18	1	2	2	147	379	71	23	87	Make
5	1	18	1	2	3	347	379	53	23	96	Moc
5	1	18	1	2	4	465	378	123	28	95	Principal
4	1	18	1	3	0	35	456	365	29	-1	
5	1	18	1	3	1	35	456	125	23	96	Customer
5	1	18	1	3	2	163	456	153	23	95	Collateral
5	1	18	1	3	3	325	456	75	29	95	Type:
4	1	18	1	4	0	45	525	355	23	-1	
5	1	18	1	4	1	45	525	66	23	80	2019
5	1	18	1	4	2	172	525	46	22	80	KIA
5	1	18	1	4	3	346	525	54	23	94	OPT
4	1	18	1	5	0	38	596	550	27	-1	
5	1	18	1	5	1	38	596	204	23	83	5XXGT4L35KG
5	1	18	1	5	2	253	596	98	23	96	305093
5	1	18	1	5	3	456	596	132	27	95	24,081.00
4	1	18	1	6	0	45	646	355	23	-1	
5	1	18	1	6	1	45	646	66	23	82	2019
5	1	18	1	6	2	172	646	46	22	82	KIA
5	1	18	1	6	3	346	646	54	23	94	OPT
4	1	18	1	7	0	38	716	550	23	-1	
5	1	18	1	7	1	38	716	206	23	81	5XXGV4L26KG
5	1	18	1	7	2	255	716	97	23	96	307050
5	1	18	1	7	3	532	716	56	23	85	0.00
4	1	18	1	8	0	45	766	355	23	-1	
5	1	18	1	8	1	45	766	66	23	82	2019
5	1	18	1	8	2	172	766	46	22	82	KIA
5	1	18	1	8	3	346	766	54	23	94	OPT
4	1	18	1	9	0	38	836	550	27	-1	
5	1	18	1	9	1	38	836	204	23	91	5XXGT4L37KG
5	1	18	1	9	2	253	836	94	23	96	314121
5	1	18	1	9	3	456	836	132	27	96	25,184.00
4	1	18	1	10	0	45	886	355	23	-1	
5	1	18	1	10	1	45	886	66	23	82	2019
5	1	18	1	10	2	172	886	46	22	82	KIA
5	1	18	1	10	3	346	886	54	23	94	OPT
4	1	18	1	11	0	38	956	550	27	-1	
5	1	18	1	11	1	38	956	214	23	71	5XXGW4L26KG
5	1	18	1	11	2	263	956	98	23	96	314285
5	1	18	1	11	3	457	956	131	27	96	32,655.00
4	1	18	1	12	0	45	1006	355	23	-1	
5	1	18	1	12	1	45	1006	66	23	82	2019
5	1	18	1	12	2	172	1006	46	22	82	KIA
5	1	18	1	12	3	346	1006	54	23	94	OPT
4	1	18	1	13	0	38	1076	550	27	-1	
5	1	18	1	13	1	38	1076	208	23	85	5XXGU4L14KG
5	1	18	1	13	2	256	1076	97	23	96	314332
5	1	18	1	13	3	457	1076	131	27	96	30,585.00
4	1	18	1	14	0	45	1126	355	23	-1	
5	1	18	1	14	1	45	1126	66	23	82	2019
5	1	18	1	14	2	172	1126	46	22	82	KIA
5	1	18	1	14	3	346	1126	54	23	94	OPT
4	1	18	1	15	0	38	1197	550	27	-1	
5	1	18	1	15	1	38	1197	204	23	84	5XXGT4L33KG
5	1	18	1	15	2	253	1197	98	23	96	314603
5	1	18	1	15	3	456	1197	132	27	96	25,644.00
4	1	18	1	16	0	45	1247	355	23	-1	
5	1	18	1	16	1	45	1247	66	23	83	2019
5	1	18	1	16	2	172	1247	46	22	83	KIA
5	1	18	1	16	3	346	1247	54	23	94	OPT
4	1	18	1	17	0	38	1317	550	27	-1	
5	1	18	1	17	1	38	1317	208	23	90	5XXGU4L11KG
5	1	18	1	17	2	256	1317	98	23	96	315129
5	1	18	1	17	3	456	1317	132	27	96	27,643.00
4	1	18	1	18	0	45	1367	355	23	-1	
5	1	18	1	18	1	45	1367	66	23	83	2019
5	1	18	1	18	2	172	1367	46	22	83	KIA
5	1	18	1	18	3	346	1367	54	23	94	OPT
4	1	18	1	19	0	38	1437	550	27	-1	
5	1	18	1	19	1	38	1437	214	23	48	5XXGW4L28KG
5	1	18	1	19	2	263	1437	97	23	96	315146
5	1	18	1	19	3	457	1437	131	27	96	32,655.00
4	1	18	1	20	0	45	1487	355	23	-1	
5	1	18	1	20	1	45	1487	66	23	83	2019
5	1	18	1	20	2	172	1487	46	22	83	KIA
5	1	18	1	20	3	346	1487	54	23	94	OPT
4	1	18	1	21	0	38	1557	550	27	-1	
5	1	18	1	21	1	38	1557	204	23	82	5XXGT4L30KG
5	1	18	1	21	2	253	1557	98	23	96	315580
5	1	18	1	21	3	456	1557	132	27	96	25,884.00
4	1	18	1	22	0	45	1607	355	23	-1	
5	1	18	1	22	1	45	1607	66	23	83	2019
5	1	18	1	22	2	172	1607	46	22	83	KIA
5	1	18	1	22	3	346	1607	54	23	94	OPT
4	1	18	1	23	0	38	1677	550	27	-1	
5	1	18	1	23	1	38	1677	208	23	90	5XXGU4L17KG
5	1	18	1	23	2	256	1677	97	23	96	317306
5	1	18	1	23	3	457	1677	131	27	96	30,225.00
4	1	18	1	24	0	45	1727	355	23	-1	
5	1	18	1	24	1	45	1727	66	23	83	2019
5	1	18	1	24	2	172	1727	46	22	83	KIA
5	1	18	1	24	3	346	1727	54	23	94	OPT
4	1	18	1	25	0	38	1798	550	27	-1	
5	1	18	1	25	1	38	1798	214	23	90	5XXGW4L27KG
5	1	18	1	25	2	263	1798	98	23	96	320127
5	1	18	1	25	3	457	1798	131	27	96	32,210.00
4	1	18	1	26	0	45	1848	355	23	-1	
5	1	18	1	26	1	45	1848	66	23	81	2019
5	1	18	1	26	2	172	1848	46	22	87	KIA
5	1	18	1	26	3	346	1848	54	23	94	OPT
4	1	18	1	27	0	38	1918	550	27	-1	
5	1	18	1	27	1	38	1918	214	23	82	5XXGW4L29KG
5	1	18	1	27	2	263	1918	94	23	96	320131
5	1	18	1	27	3	457	1918	131	27	96	32,210.00
4	1	18	1	28	0	45	1968	355	23	-1	
5	1	18	1	28	1	45	1968	66	23	81	2019
5	1	18	1	28	2	172	1968	46	22	87	KIA
5	1	18	1	28	3	346	1968	54	23	94	OPT
4	1	18	1	29	0	38	2038	550	27	-1	
5	1	18	1	29	1	38	2038	211	23	90	5XXGU4L1XKG
5	1	18	1	29	2	260	2038	97	23	96	320393
5	1	18	1	29	3	457	2038	131	27	96	30,601.00
4	1	18	1	30	0	45	2088	355	23	-1	
5	1	18	1	30	1	45	2088	66	23	81	2019
5	1	18	1	30	2	172	2088	46	22	87	KIA
5	1	18	1	30	3	346	2088	54	23	94	OPT
4	1	18	1	31	0	38	2158	550	27	-1	
5	1	18	1	31	1	38	2158	208	23	91	5XXGU4L17KG
5	1	18	1	31	2	256	2158	98	23	96	320643
5	1	18	1	31	3	456	2158	132	27	96	27,240.00
2	1	19	0	0	0	45	2208	355	23	-1	
3	1	19	1	0	0	45	2208	355	23	-1	
4	1	19	1	1	0	45	2208	355	23	-1	
5	1	19	1	1	1	45	2208	66	23	96	2019
5	1	19	1	1	2	172	2208	46	22	96	KIA
5	1	19	1	1	3	346	2208	54	23	94	OPT
2	1	20	0	0	0	20	2246	578	5	-1	
3	1	20	1	0	0	20	2246	578	5	-1	
4	1	20	1	1	0	20	2246	578	5	-1	
5	1	20	1	1	1	20	2246	578	5	95	 
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	600	2350	-1	
2	1	1	0	0	0	66	0	534	88	-1	
3	1	1	1	0	0	66	0	534	88	-1	
4	1	1	1	1	0	66	0	534	88	-1	
5	1	1	1	1	1	66	6	229	64	94	CHASE
5	1	1	1	1	2	305	0	137	81	10	(er
5	1	1	1	1	3	444	9	156	79	0	inec
2	1	2	0	0	0	20	422	578	9	-1	
3	1	2	1	0	0	20	422	578	9	-1	
4	1	2	1	1	0	20	422	578	9	-1	
5	1	2	1	1	1	20	422	578	9	95	 
2	1	3	0	0	0	20	500	578	9	-1	
3	1	3	1	0	0	20	500	578	9	-1	
4	1	3	1	1	0	20	500	578	9	-1	
5	1	3	1	1	1	20	500	578	9	95	 
2	1	4	0	0	0	20	629	578	5	-1	
3	1	4	1	0	0	20	629	578	5	-1	
4	1	4	1	1	0	20	629	578	5	-1	
5	1	4	1	1	1	20	629	578	5	95	 
2	1	5	0	0	0	20	749	578	5	-1	
3	1	5	1	0	0	20	749	578	5	-1	
4	1	5	1	1	0	20	749	578	5	-1	
5	1	5	1	1	1	20	749	578	5	95	 
2	1	6	0	0	0	20	869	578	5	-1	
3	1	6	1	0	0	20	869	578	5	-1	
4	1	6	1	1	0	20	869	578	5	-1	
5	1	6	1	1	1	20	869	578	5	95	 
2	1	7	0	0	0	20	989	578	6	-1	
3	1	7	1	0	0	20	989	578	6	-1	
4	1	7	1	1	0	20	989	578	6	-1	
5	1	7	1	1	1	20	989	578	6	95	 
2	1	8	0	0	0	20	1110	578	5	-1	
3	1	8	1	0	0	20	1110	578	5	-1	
4	1	8	1	1	0	20	1110	578	5	-1	
5	1	8	1	1	1	20	1110	578	5	95	 
2	1	9	0	0	0	20	1230	578	5	-1	
3	1	9	1	0	0	20	1230	578	5	-1	
4	1	9	1	1	0	20	1230	578	5	-1	
5	1	9	1	1	1	20	1230	578	5	95	 
2	1	10	0	0	0	20	1350	578	5	-1	
3	1	10	1	0	0	20	1350	578	5	-1	
4	1	10	1	1	0	20	1350	578	5	-1	
5	1	10	1	1	1	20	1350	578	5	95	 
2	1	11	0	0	0	20	1470	578	6	-1	
3	1	11	1	0	0	20	1470	578	6	-1	
4	1	11	1	1	0	20	1470	578	6	-1	
5	1	11	1	1	1	20	1470	578	6	95	 
2	1	12	0	0	0	20	1591	578	5	-1	
3	1	12	1	0	0	20	1591	578	5	-1	
4	1	12	1	1	0	20	1591	578	5	-1	
5	1	12	1	1	1	20	1591	578	5	95	 
2	1	13	0	0	0	20	1711	578	5	-1	
3	1	13	1	0	0	20	1711	578	5	-1	
4	1	13	1	1	0	20	1711	578	5	-1	
5	1	13	1	1	1	20	1711	578	5	95	 
2	1	14	0	0	0	20	1831	578	5	-1	
3	1	14	1	0	0	20	1831	578	5	-1	
4	1	14	1	1	0	20	1831	578	5	-1	
5	1	14	1	1	1	20	1831	578	5	95	 
2	1	15	0	0	0	20	1951	578	5	-1	
3	1	15	1	0	0	20	1951	578	5	-1	
4	1	15	1	1	0	20	1951	578	5	-1	
5	1	15	1	1	1	20	1951	578	5	95	 
2	1	16	0	0	0	20	2071	578	6	-1	
3	1	16	1	0	0	20	2071	578	6	-1	
4	1	16	1	1	0	20	2071	578	6	-1	
5	1	16	1	1	1	20	2071	578	6	95	 
2	1	17	0	0	0	20	2192	578	5	-1	
3	1	17	1	0	0	20	2192	578	5	-1	
